Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AverageHoursWorked
"[np.int64(18), np.int64(60)]","['Non-Travel', 'Travel_Frequently', 'Travel_Rarely']","['Human Resources', 'Research & Development', 'Sales']","[np.int64(1), np.int64(29)]","[np.int64(1), np.int64(5)]","['Human Resources', 'Life Sciences', 'Marketing', 'Medical', 'Other', 'Technical Degree']","['Female', 'Male']","[np.int64(1), np.int64(5)]","['Healthcare Representative', 'Human Resources', 'Laboratory Technician', 'Manager', 'Manufacturing Director', 'Research Director', 'Research Scientist', 'Sales Executive', 'Sales Representative']","['Divorced', 'Married', 'Single']","[np.int64(10090), np.int64(199990)]","[np.int64(0), np.int64(9)]","[np.int64(11), np.int64(25)]","[np.int64(0), np.int64(3)]","[np.int64(0), np.int64(40)]","[np.int64(0), np.int64(6)]","[np.int64(0), np.int64(40)]","[np.int64(0), np.int64(15)]","[np.int64(0), np.int64(17)]","[np.int64(1), np.int64(4)]","[np.int64(3), np.int64(4)]","[np.int64(1), np.int64(4)]","[np.int64(1), np.int64(4)]","[np.float64(1.0), np.float64(4.0)]","[np.float64(5.1802777777777775), np.float64(11.638055555555555)]"
