Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AverageHoursWorked
"[18, 60]","['Frequently', 'Rarely']","['Research & Development', 'Sales']","[1, 29]","[1, 5]","['Life Sciences', 'Marketing', 'Medical', 'Other', 'Technical Degree']",['Male'],"[1, 5]","['Human Resources', 'Laboratory Technician', 'Manager', 'Manufacturing Director', 'Research Director', 'Research Scientist', 'Sales Executive', 'Sales Representative']","['Married', 'Single']","[10090, 199990]","[0.0, 9.0]","[11, 25]","[0, 3]","[0.0, 40.0]","[0, 6]","[0, 40]","[0, 15]","[0, 17]","[1, 4]","[3, 4]","[1.0, 4.0]","[1.0, 4.0]","[1.0, 4.0]",
