Age,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AverageHoursPerDay,IrregularDays,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
"[18, 60]","[1, 29]","[1, 5]","[1, 5]","[10090, 199990]","[0.0, 9.0]","[11, 25]","[0, 3]","[0.0, 40.0]","[0, 6]","[0, 40]","[0, 15]","[0, 17]","[1, 4]","[3, 4]","[1.0, 4.0]","[1.0, 4.0]","[1.0, 4.0]","[5.950504160548213, 11.030960351377018]","[13, 36]","[-1, 1]","[-1, 1]","[-1, 1]","[-1, 1]","[-1, 1]","[-1, 1]","[-1, 1]","[-1, 1]","[-1, 1]","[-1, 1]","[-1, 1]","[-1, 1]","[-1, 1]","[-1, 1]","[-1, 1]","[-1, 1]","[-1, 1]","[-1, 1]","[-1, 1]","[-1, 1]"
